customerID,Contract,MonthlyCharges,tenure,PaymentMethod,TotalCharges
5422-ID,Two year,82.92,71,Electronic check,5887.32
5423-ID,Month-to-month,19.78,57,Credit card (automatic),1127.46
5424-ID,Two year,104.8,46,Mailed check,4820.8
5425-ID,One year,32.87,48,Mailed check,1577.76
5426-ID,Month-to-month,102.4,63,Credit card (automatic),6451.2
5427-ID,One year,19.81,39,Credit card (automatic),772.59
5428-ID,Two year,83.17,10,Mailed check,831.7
5429-ID,Two year,61.95,70,Credit card (automatic),4336.5
5430-ID,One year,38.43,65,Electronic check,2497.95
5431-ID,Month-to-month,29.06,59,Credit card (automatic),1714.54
5432-ID,Month-to-month,62.48,36,Electronic check,2249.28
5433-ID,Two year,30.64,27,Electronic check,827.28
5434-ID,One year,67.14,55,Credit card (automatic),3692.7
5435-ID,One year,81.08,70,Bank transfer (automatic),5675.6
5436-ID,Month-to-month,101.4,53,Bank transfer (automatic),5374.2
5437-ID,Month-to-month,86.45,60,Electronic check,5187.0
5438-ID,Month-to-month,24.8,61,Credit card (automatic),1512.8
5439-ID,One year,49.15,36,Electronic check,1769.4
5440-ID,Month-to-month,47.19,27,Credit card (automatic),1274.13
5441-ID,Month-to-month,110.21,41,Credit card (automatic),4518.61
5442-ID,Two year,105.46,28,Mailed check,2952.88
5443-ID,Month-to-month,55.45,16,Bank transfer (automatic),887.2
5444-ID,Month-to-month,25.4,35,Bank transfer (automatic),889.0
5445-ID,One year,108.11,36,Mailed check,3891.96
5446-ID,One year,107.51,56,Mailed check,6020.56
5447-ID,Two year,104.15,19,Mailed check,1978.85
5448-ID,Month-to-month,103.18,57,Electronic check,5881.26
5449-ID,Two year,66.52,33,Electronic check,2195.16
5450-ID,One year,36.08,23,Electronic check,829.84
5451-ID,Two year,66.24,63,Electronic check,4173.12
5452-ID,One year,67.96,70,Electronic check,4757.2
5453-ID,Two year,67.49,22,Bank transfer (automatic),1484.78
5454-ID,Two year,72.4,67,Bank transfer (automatic),4850.8
5455-ID,Month-to-month,44.14,59,Credit card (automatic),2604.26
5456-ID,Two year,55.06,25,Bank transfer (automatic),1376.5
5457-ID,Month-to-month,61.89,17,Mailed check,1052.13
5458-ID,Month-to-month,31.43,39,Bank transfer (automatic),1225.77
5459-ID,Month-to-month,64.01,39,Mailed check,2496.39
5460-ID,Month-to-month,99.7,24,Bank transfer (automatic),2392.8
5461-ID,Two year,101.47,38,Electronic check,3855.86
5462-ID,One year,59.61,57,Bank transfer (automatic),3397.77
5463-ID,One year,70.39,44,Credit card (automatic),3097.16
5464-ID,One year,21.63,36,Electronic check,778.68
5465-ID,Two year,86.03,70,Electronic check,6022.1
5466-ID,Month-to-month,58.91,45,Credit card (automatic),2650.95
5467-ID,One year,63.02,26,Bank transfer (automatic),1638.52
5468-ID,Two year,106.05,11,Bank transfer (automatic),1166.55
5469-ID,Month-to-month,64.66,52,Credit card (automatic),3362.32
5470-ID,One year,20.38,25,Electronic check,509.5
5471-ID,Month-to-month,41.11,31,Credit card (automatic),1274.41
5472-ID,One year,66.05,45,Mailed check,2972.25
5473-ID,One year,60.9,67,Mailed check,4080.3
5474-ID,One year,104.72,40,Bank transfer (automatic),4188.8
5475-ID,Month-to-month,72.73,46,Electronic check,3345.58
5476-ID,Two year,87.56,54,Mailed check,4728.24
5477-ID,Month-to-month,65.42,41,Credit card (automatic),2682.22
5478-ID,One year,62.44,38,Bank transfer (automatic),2372.72
5479-ID,Month-to-month,63.1,36,Bank transfer (automatic),2271.6
5480-ID,Two year,59.55,44,Electronic check,2620.2
5481-ID,Month-to-month,72.38,57,Mailed check,4125.66
5482-ID,Two year,43.42,66,Bank transfer (automatic),2865.72
5483-ID,Two year,107.8,30,Credit card (automatic),3234.0
5484-ID,Month-to-month,51.73,10,Mailed check,517.3
5485-ID,One year,33.08,61,Bank transfer (automatic),2017.88
5486-ID,Two year,27.95,63,Bank transfer (automatic),1760.85
5487-ID,Month-to-month,19.6,36,Mailed check,705.6
5488-ID,Two year,60.75,54,Mailed check,3280.5
5489-ID,One year,37.1,65,Electronic check,2411.5
5490-ID,Month-to-month,20.43,4,Credit card (automatic),81.72
5491-ID,Month-to-month,70.51,55,Electronic check,3878.05
5492-ID,Month-to-month,86.59,54,Electronic check,4675.86
5493-ID,One year,26.87,64,Credit card (automatic),1719.68
5494-ID,Two year,64.57,22,Credit card (automatic),1420.54
5495-ID,Month-to-month,92.98,25,Electronic check,2324.5
5496-ID,Two year,117.32,59,Mailed check,6921.88
5497-ID,Two year,85.3,57,Credit card (automatic),4862.1
5498-ID,One year,42.86,54,Electronic check,2314.44
5499-ID,Month-to-month,90.26,44,Mailed check,3971.44
5500-ID,Two year,78.34,52,Bank transfer (automatic),4073.68
5501-ID,Month-to-month,39.54,16,Mailed check,632.64
5502-ID,Month-to-month,103.79,16,Electronic check,1660.64
5503-ID,One year,61.2,55,Credit card (automatic),3366.0
5504-ID,Month-to-month,114.93,61,Mailed check,7010.73
5505-ID,Month-to-month,90.9,40,Mailed check,3636.0
5506-ID,Two year,83.03,21,Mailed check,1743.63
5507-ID,One year,91.45,66,Credit card (automatic),6035.7
5508-ID,Month-to-month,66.3,8,Credit card (automatic),530.4
5509-ID,Two year,69.03,71,Mailed check,4901.13
5510-ID,One year,103.8,10,Mailed check,1038.0
5511-ID,One year,86.68,57,Electronic check,4940.76
5512-ID,Two year,108.42,4,Credit card (automatic),433.68
5513-ID,Two year,107.78,43,Mailed check,4634.54
5514-ID,Two year,116.39,63,Credit card (automatic),7332.57
5515-ID,Two year,88.62,43,Credit card (automatic),3810.66
5516-ID,Two year,68.73,67,Credit card (automatic),4604.91
5517-ID,Month-to-month,34.96,51,Electronic check,1782.96
5518-ID,Month-to-month,89.14,56,Bank transfer (automatic),4991.84
5519-ID,One year,47.55,43,Credit card (automatic),2044.65
5520-ID,Month-to-month,46.69,24,Credit card (automatic),1120.56
5521-ID,Month-to-month,42.2,34,Mailed check,1434.8
5522-ID,Month-to-month,106.2,59,Credit card (automatic),6265.8
5523-ID,Two year,105.48,2,Bank transfer (automatic),210.96
5524-ID,One year,81.66,2,Credit card (automatic),163.32
5525-ID,One year,65.78,10,Electronic check,657.8
5526-ID,One year,85.8,23,Mailed check,1973.4
5527-ID,One year,79.28,15,Bank transfer (automatic),1189.2
5528-ID,Month-to-month,60.03,17,Electronic check,1020.51
5529-ID,Month-to-month,56.4,14,Bank transfer (automatic),789.6
5530-ID,Two year,56.72,16,Mailed check,907.52
5531-ID,One year,77.46,32,Credit card (automatic),2478.72
5532-ID,Month-to-month,83.34,23,Mailed check,1916.82
5533-ID,Month-to-month,63.65,34,Mailed check,2164.1
5534-ID,Two year,115.6,16,Credit card (automatic),1849.6
5535-ID,Two year,26.68,34,Electronic check,907.12
5536-ID,Two year,53.13,71,Bank transfer (automatic),3772.23
5537-ID,Month-to-month,60.37,33,Electronic check,1992.21
5538-ID,Month-to-month,19.95,68,Credit card (automatic),1356.6
5539-ID,Two year,54.93,43,Bank transfer (automatic),2361.99
5540-ID,One year,45.76,64,Credit card (automatic),2928.64
5541-ID,Two year,69.11,71,Electronic check,4906.81
5542-ID,Two year,52.06,18,Mailed check,937.08
5543-ID,Two year,91.23,68,Bank transfer (automatic),6203.64
5544-ID,Two year,69.5,61,Credit card (automatic),4239.5
5545-ID,Month-to-month,31.29,20,Bank transfer (automatic),625.8
5546-ID,One year,93.63,11,Bank transfer (automatic),1029.93
5547-ID,Two year,28.22,46,Electronic check,1298.12
5548-ID,One year,102.57,64,Mailed check,6564.48
5549-ID,One year,111.86,28,Bank transfer (automatic),3132.08
5550-ID,One year,50.66,48,Electronic check,2431.68
5551-ID,Two year,111.33,35,Bank transfer (automatic),3896.55
5552-ID,Month-to-month,97.95,8,Mailed check,783.6
5553-ID,Two year,110.95,22,Bank transfer (automatic),2440.9
5554-ID,One year,85.21,24,Mailed check,2045.04
5555-ID,One year,41.93,66,Electronic check,2767.38
5556-ID,Month-to-month,108.15,64,Electronic check,6921.6
5557-ID,Two year,36.77,65,Mailed check,2390.05
5558-ID,One year,39.66,14,Mailed check,555.24
5559-ID,Month-to-month,45.49,25,Electronic check,1137.25
5560-ID,One year,48.83,3,Mailed check,146.49
5561-ID,Month-to-month,69.96,5,Mailed check,349.8
5562-ID,Month-to-month,89.95,65,Credit card (automatic),5846.75
5563-ID,Two year,111.33,54,Bank transfer (automatic),6011.82
5564-ID,One year,27.14,19,Electronic check,515.66
5565-ID,Two year,114.16,54,Electronic check,6164.64
5566-ID,One year,110.84,10,Credit card (automatic),1108.4
5567-ID,Two year,23.68,16,Mailed check,378.88
5568-ID,One year,54.46,46,Mailed check,2505.16
5569-ID,Two year,99.97,29,Mailed check,2899.13
5570-ID,Month-to-month,79.71,15,Electronic check,1195.65
5571-ID,One year,96.55,48,Credit card (automatic),4634.4
5572-ID,One year,90.51,11,Bank transfer (automatic),995.61
5573-ID,Month-to-month,68.18,34,Credit card (automatic),2318.12
5574-ID,Two year,22.39,36,Electronic check,806.04
5575-ID,One year,76.97,30,Bank transfer (automatic),2309.1
5576-ID,One year,23.13,19,Mailed check,439.47
5577-ID,Two year,78.92,68,Credit card (automatic),5366.56
5578-ID,Month-to-month,98.69,70,Credit card (automatic),6908.3
5579-ID,Two year,77.04,33,Electronic check,2542.32
5580-ID,Two year,118.45,22,Credit card (automatic),2605.9
5581-ID,Two year,64.06,36,Bank transfer (automatic),2306.16
5582-ID,One year,93.51,23,Credit card (automatic),2150.73
5583-ID,Month-to-month,85.3,63,Electronic check,5373.9
5584-ID,Month-to-month,117.89,26,Credit card (automatic),3065.14
5585-ID,Two year,89.93,60,Bank transfer (automatic),5395.8
5586-ID,One year,34.74,5,Bank transfer (automatic),173.7
5587-ID,Two year,114.28,54,Electronic check,6171.12
5588-ID,One year,85.36,38,Mailed check,3243.68
5589-ID,One year,24.21,62,Electronic check,1501.02
5590-ID,One year,84.34,25,Mailed check,2108.5
5591-ID,One year,107.0,12,Bank transfer (automatic),1284.0
5592-ID,Month-to-month,76.24,22,Credit card (automatic),1677.28
5593-ID,One year,53.83,9,Credit card (automatic),484.47
5594-ID,One year,100.75,29,Bank transfer (automatic),2921.75
5595-ID,Two year,96.89,44,Electronic check,4263.16
5596-ID,Two year,72.94,27,Credit card (automatic),1969.38
5597-ID,Month-to-month,33.76,55,Electronic check,1856.8
5598-ID,Two year,43.47,5,Credit card (automatic),217.35
5599-ID,One year,92.47,52,Mailed check,4808.44
5600-ID,Two year,99.26,13,Credit card (automatic),1290.38
5601-ID,Month-to-month,46.32,42,Mailed check,1945.44
5602-ID,Two year,55.23,15,Credit card (automatic),828.45
5603-ID,Two year,26.05,18,Credit card (automatic),468.9
5604-ID,Month-to-month,89.95,50,Credit card (automatic),4497.5
5605-ID,Month-to-month,18.61,2,Credit card (automatic),37.22
5606-ID,One year,22.93,13,Credit card (automatic),298.09
5607-ID,Two year,18.69,68,Electronic check,1270.92
5608-ID,One year,83.1,47,Mailed check,3905.7
5609-ID,Two year,60.2,50,Mailed check,3010.0
5610-ID,Two year,48.15,12,Credit card (automatic),577.8
5611-ID,One year,109.98,13,Electronic check,1429.74
5612-ID,Two year,37.63,9,Electronic check,338.67
5613-ID,Two year,57.38,59,Bank transfer (automatic),3385.42
5614-ID,Two year,112.75,45,Bank transfer (automatic),5073.75
5615-ID,Month-to-month,61.17,70,Electronic check,4281.9
5616-ID,One year,74.0,43,Bank transfer (automatic),3182.0
5617-ID,Month-to-month,26.32,23,Mailed check,605.36
5618-ID,One year,97.66,45,Electronic check,4394.7
5619-ID,One year,60.74,23,Bank transfer (automatic),1397.02
5620-ID,Two year,98.7,34,Electronic check,3355.8
5621-ID,One year,43.76,16,Bank transfer (automatic),700.16
5622-ID,Month-to-month,60.71,63,Electronic check,3824.73
5623-ID,Month-to-month,97.3,51,Credit card (automatic),4962.3
5624-ID,Month-to-month,116.12,32,Mailed check,3715.84
5625-ID,One year,24.24,38,Bank transfer (automatic),921.12
5626-ID,Month-to-month,99.9,56,Credit card (automatic),5594.4
5627-ID,One year,48.47,69,Electronic check,3344.43
5628-ID,Month-to-month,73.6,17,Credit card (automatic),1251.2
5629-ID,Month-to-month,47.4,39,Mailed check,1848.6
5630-ID,One year,79.9,41,Bank transfer (automatic),3275.9
5631-ID,Month-to-month,53.81,48,Bank transfer (automatic),2582.88
5632-ID,Two year,51.78,28,Electronic check,1449.84
5633-ID,One year,22.06,50,Mailed check,1103.0
5634-ID,One year,33.02,1,Credit card (automatic),33.02
5635-ID,One year,110.42,50,Electronic check,5521.0
5636-ID,Two year,118.58,19,Bank transfer (automatic),2253.02
5637-ID,One year,96.69,59,Credit card (automatic),5704.71
5638-ID,Month-to-month,47.07,68,Electronic check,3200.76
5639-ID,Month-to-month,58.7,67,Credit card (automatic),3932.9
5640-ID,Month-to-month,92.57,41,Credit card (automatic),3795.37
5641-ID,One year,115.59,10,Electronic check,1155.9
5642-ID,Month-to-month,64.02,28,Credit card (automatic),1792.56
5643-ID,One year,101.62,34,Credit card (automatic),3455.08
5644-ID,Month-to-month,116.24,39,Mailed check,4533.36
5645-ID,Two year,106.03,56,Mailed check,5937.68
5646-ID,Two year,41.08,52,Bank transfer (automatic),2136.16
5647-ID,Two year,19.06,3,Mailed check,57.18
5648-ID,Two year,67.7,23,Electronic check,1557.1
5649-ID,One year,71.65,17,Credit card (automatic),1218.05
5650-ID,Month-to-month,38.48,71,Bank transfer (automatic),2732.08
5651-ID,Two year,46.86,26,Mailed check,1218.36
5652-ID,One year,95.15,18,Credit card (automatic),1712.7
5653-ID,Two year,65.52,46,Electronic check,3013.92
5654-ID,Two year,50.14,70,Credit card (automatic),3509.8
5655-ID,One year,80.82,31,Electronic check,2505.42
5656-ID,One year,83.85,9,Credit card (automatic),754.65
5657-ID,Month-to-month,95.57,35,Bank transfer (automatic),3344.95
5658-ID,Month-to-month,34.0,60,Bank transfer (automatic),2040.0
5659-ID,Two year,92.77,63,Mailed check,5844.51
5660-ID,Two year,78.49,52,Mailed check,4081.48
5661-ID,Month-to-month,24.04,48,Credit card (automatic),1153.92
5662-ID,Month-to-month,96.38,61,Credit card (automatic),5879.18
5663-ID,One year,56.75,24,Mailed check,1362.0
5664-ID,Month-to-month,51.45,58,Mailed check,2984.1
5665-ID,Month-to-month,63.28,64,Credit card (automatic),4049.92
5666-ID,Two year,53.04,30,Credit card (automatic),1591.2
5667-ID,Month-to-month,52.25,29,Credit card (automatic),1515.25
5668-ID,Two year,99.46,10,Bank transfer (automatic),994.6
5669-ID,Month-to-month,30.76,39,Electronic check,1199.64
5670-ID,One year,115.8,55,Electronic check,6369.0
5671-ID,Month-to-month,74.02,28,Mailed check,2072.56
5672-ID,Month-to-month,36.63,18,Bank transfer (automatic),659.34
5673-ID,Month-to-month,31.44,41,Credit card (automatic),1289.04
5674-ID,Two year,77.7,65,Credit card (automatic),5050.5
5675-ID,One year,81.87,46,Mailed check,3766.02
5676-ID,Month-to-month,23.58,60,Mailed check,1414.8
5677-ID,Two year,42.67,9,Bank transfer (automatic),384.03
5678-ID,One year,98.19,45,Electronic check,4418.55
5679-ID,Two year,23.24,60,Electronic check,1394.4
5680-ID,Two year,104.19,28,Credit card (automatic),2917.32
5681-ID,One year,84.4,3,Mailed check,253.2
5682-ID,Month-to-month,61.91,51,Bank transfer (automatic),3157.41
5683-ID,Two year,53.07,8,Credit card (automatic),424.56
5684-ID,Two year,20.18,70,Electronic check,1412.6
5685-ID,Month-to-month,101.18,59,Electronic check,5969.62
5686-ID,Month-to-month,32.59,61,Bank transfer (automatic),1987.99
5687-ID,One year,49.36,58,Credit card (automatic),2862.88
5688-ID,One year,75.45,70,Bank transfer (automatic),5281.5
5689-ID,One year,42.97,12,Credit card (automatic),515.64
5690-ID,Month-to-month,68.21,9,Electronic check,613.89
5691-ID,Two year,99.59,49,Mailed check,4879.91
5692-ID,Two year,65.54,17,Mailed check,1114.18
5693-ID,One year,113.62,54,Electronic check,6135.48
5694-ID,Month-to-month,103.42,44,Mailed check,4550.48
5695-ID,Two year,51.72,32,Mailed check,1655.04
5696-ID,One year,58.45,35,Credit card (automatic),2045.75
5697-ID,Two year,60.79,49,Bank transfer (automatic),2978.71
5698-ID,Two year,81.18,54,Credit card (automatic),4383.72
5699-ID,Month-to-month,47.07,16,Bank transfer (automatic),753.12
5700-ID,Month-to-month,115.66,12,Bank transfer (automatic),1387.92
5701-ID,Two year,79.42,8,Mailed check,635.36
5702-ID,One year,58.39,21,Bank transfer (automatic),1226.19
5703-ID,Month-to-month,83.07,48,Bank transfer (automatic),3987.36
5704-ID,Two year,57.99,8,Electronic check,463.92
5705-ID,Month-to-month,100.44,28,Bank transfer (automatic),2812.32
5706-ID,Month-to-month,75.32,10,Electronic check,753.2
5707-ID,Month-to-month,22.47,52,Credit card (automatic),1168.44
5708-ID,Two year,36.01,15,Mailed check,540.15
5709-ID,One year,105.18,4,Bank transfer (automatic),420.72
5710-ID,One year,74.82,62,Electronic check,4638.84
5711-ID,One year,113.76,4,Credit card (automatic),455.04
5712-ID,Month-to-month,25.53,41,Credit card (automatic),1046.73
5713-ID,Two year,47.92,55,Credit card (automatic),2635.6
5714-ID,Month-to-month,37.7,28,Electronic check,1055.6
5715-ID,One year,73.91,47,Electronic check,3473.77
5716-ID,One year,56.72,9,Mailed check,510.48
5717-ID,Two year,34.06,2,Bank transfer (automatic),68.12
5718-ID,Month-to-month,82.85,67,Credit card (automatic),5550.95
5719-ID,One year,72.15,48,Mailed check,3463.2
5720-ID,Two year,45.86,69,Electronic check,3164.34
5721-ID,Month-to-month,66.47,28,Mailed check,1861.16
5722-ID,Month-to-month,93.2,14,Credit card (automatic),1304.8
5723-ID,One year,38.88,46,Credit card (automatic),1788.48
5724-ID,One year,47.69,13,Mailed check,619.97
5725-ID,Month-to-month,53.03,16,Credit card (automatic),848.48
5726-ID,Month-to-month,93.3,40,Electronic check,3732.0
5727-ID,One year,103.37,30,Credit card (automatic),3101.1
5728-ID,Month-to-month,56.08,65,Bank transfer (automatic),3645.2
5729-ID,One year,48.06,58,Bank transfer (automatic),2787.48
5730-ID,Month-to-month,107.64,48,Credit card (automatic),5166.72
5731-ID,One year,118.69,49,Mailed check,5815.81
5732-ID,Two year,85.62,2,Credit card (automatic),171.24
5733-ID,One year,117.74,14,Bank transfer (automatic),1648.36
5734-ID,One year,84.58,17,Electronic check,1437.86
5735-ID,Two year,91.96,31,Bank transfer (automatic),2850.76
5736-ID,Month-to-month,57.31,10,Credit card (automatic),573.1
5737-ID,Two year,61.76,70,Credit card (automatic),4323.2
5738-ID,One year,32.74,37,Mailed check,1211.38
5739-ID,Month-to-month,100.94,64,Credit card (automatic),6460.16
5740-ID,Two year,111.82,30,Credit card (automatic),3354.6
5741-ID,Month-to-month,80.91,34,Electronic check,2750.94
5742-ID,Month-to-month,52.79,18,Electronic check,950.22
5743-ID,Two year,33.73,63,Electronic check,2124.99
5744-ID,Month-to-month,44.9,49,Mailed check,2200.1
5745-ID,Two year,43.92,56,Mailed check,2459.52
5746-ID,One year,79.91,58,Bank transfer (automatic),4634.78
5747-ID,Month-to-month,113.23,27,Mailed check,3057.21
5748-ID,One year,23.1,55,Electronic check,1270.5
5749-ID,One year,18.35,19,Mailed check,348.65
5750-ID,Month-to-month,78.57,23,Credit card (automatic),1807.11
5751-ID,Two year,46.8,47,Mailed check,2199.6
5752-ID,Month-to-month,106.75,66,Credit card (automatic),7045.5
5753-ID,One year,51.14,51,Bank transfer (automatic),2608.14
5754-ID,One year,47.37,28,Credit card (automatic),1326.36
5755-ID,Two year,45.34,57,Electronic check,2584.38
5756-ID,Month-to-month,32.81,58,Bank transfer (automatic),1902.98
5757-ID,One year,76.69,15,Bank transfer (automatic),1150.35
5758-ID,One year,35.16,16,Bank transfer (automatic),562.56
5759-ID,One year,60.93,47,Electronic check,2863.71
5760-ID,Two year,64.58,63,Credit card (automatic),4068.54
5761-ID,One year,20.31,12,Bank transfer (automatic),243.72
5762-ID,One year,19.94,43,Electronic check,857.42
5763-ID,Month-to-month,70.53,29,Bank transfer (automatic),2045.37
5764-ID,Month-to-month,88.2,49,Bank transfer (automatic),4321.8
5765-ID,One year,112.94,3,Electronic check,338.82
5766-ID,One year,36.25,69,Mailed check,2501.25
5767-ID,Month-to-month,28.63,60,Bank transfer (automatic),1717.8
5768-ID,Two year,23.48,66,Mailed check,1549.68
5769-ID,Two year,62.07,26,Bank transfer (automatic),1613.82
5770-ID,Two year,80.88,71,Mailed check,5742.48
5771-ID,Two year,102.73,69,Credit card (automatic),7088.37
5772-ID,Two year,86.86,47,Mailed check,4082.42
5773-ID,Two year,39.19,42,Mailed check,1645.98
5774-ID,Two year,64.66,31,Mailed check,2004.46
5775-ID,Two year,109.74,22,Mailed check,2414.28
5776-ID,Month-to-month,51.09,17,Credit card (automatic),868.53
5777-ID,Two year,68.37,20,Electronic check,1367.4
5778-ID,Two year,114.59,8,Mailed check,916.72
5779-ID,Two year,92.09,49,Electronic check,4512.41
5780-ID,One year,93.4,38,Bank transfer (automatic),3549.2
5781-ID,Month-to-month,43.61,53,Electronic check,2311.33
5782-ID,Month-to-month,59.93,28,Mailed check,1678.04
5783-ID,Month-to-month,26.53,29,Electronic check,769.37
5784-ID,Two year,79.21,11,Credit card (automatic),871.31
5785-ID,Two year,28.67,47,Credit card (automatic),1347.49
5786-ID,One year,102.26,45,Mailed check,4601.7
5787-ID,Month-to-month,100.11,18,Electronic check,1801.98
5788-ID,Two year,71.88,50,Bank transfer (automatic),3594.0
5789-ID,Month-to-month,32.44,49,Credit card (automatic),1589.56
5790-ID,One year,20.82,22,Mailed check,458.04
5791-ID,One year,98.32,45,Credit card (automatic),4424.4
5792-ID,One year,78.56,61,Mailed check,4792.16
5793-ID,Month-to-month,89.7,21,Electronic check,1883.7
5794-ID,Two year,48.78,71,Electronic check,3463.38
5795-ID,Two year,69.45,61,Electronic check,4236.45
5796-ID,One year,93.34,36,Electronic check,3360.24
5797-ID,Two year,64.74,24,Electronic check,1553.76
5798-ID,One year,78.69,32,Mailed check,2518.08
5799-ID,Month-to-month,97.62,59,Credit card (automatic),5759.58
5800-ID,One year,39.88,5,Bank transfer (automatic),199.4
5801-ID,Month-to-month,24.88,16,Credit card (automatic),398.08
5802-ID,One year,71.7,11,Electronic check,788.7
5803-ID,Two year,24.49,35,Credit card (automatic),857.15
5804-ID,Two year,95.29,42,Credit card (automatic),4002.18
5805-ID,One year,90.53,10,Mailed check,905.3
5806-ID,Two year,106.86,8,Bank transfer (automatic),854.88
5807-ID,Two year,82.53,26,Bank transfer (automatic),2145.78
5808-ID,Two year,25.0,3,Electronic check,75.0
5809-ID,Month-to-month,43.69,59,Mailed check,2577.71
5810-ID,Two year,99.45,3,Mailed check,298.35
5811-ID,Month-to-month,35.05,38,Mailed check,1331.9
5812-ID,One year,88.45,2,Mailed check,176.9
5813-ID,Two year,96.67,17,Mailed check,1643.39
5814-ID,Two year,51.43,36,Bank transfer (automatic),1851.48
5815-ID,Two year,50.64,2,Bank transfer (automatic),101.28
5816-ID,One year,74.31,34,Credit card (automatic),2526.54
5817-ID,Month-to-month,104.81,27,Bank transfer (automatic),2829.87
5818-ID,Month-to-month,40.75,37,Mailed check,1507.75
5819-ID,Two year,112.85,71,Credit card (automatic),8012.35
5820-ID,One year,78.46,22,Bank transfer (automatic),1726.12
5821-ID,One year,117.96,68,Credit card (automatic),8021.28
5822-ID,One year,27.26,14,Bank transfer (automatic),381.64
5823-ID,One year,30.97,23,Electronic check,712.31
5824-ID,One year,101.33,44,Bank transfer (automatic),4458.52
5825-ID,Month-to-month,105.16,65,Credit card (automatic),6835.4
5826-ID,Month-to-month,63.02,61,Electronic check,3844.22
5827-ID,Month-to-month,90.01,55,Mailed check,4950.55
5828-ID,Two year,105.44,71,Credit card (automatic),7486.24
5829-ID,One year,22.58,50,Mailed check,1129.0
5830-ID,Two year,75.93,12,Mailed check,911.16
5831-ID,One year,104.02,15,Credit card (automatic),1560.3
5832-ID,Month-to-month,58.26,17,Mailed check,990.42
5833-ID,Two year,48.64,34,Credit card (automatic),1653.76
5834-ID,Month-to-month,98.22,35,Credit card (automatic),3437.7
5835-ID,One year,52.0,39,Bank transfer (automatic),2028.0
5836-ID,One year,18.57,55,Electronic check,1021.35
5837-ID,One year,114.69,59,Mailed check,6766.71
5838-ID,Month-to-month,77.76,5,Mailed check,388.8
5839-ID,One year,100.61,30,Electronic check,3018.3
5840-ID,Month-to-month,101.19,4,Electronic check,404.76
5841-ID,Two year,24.92,15,Electronic check,373.8
5842-ID,One year,35.42,35,Electronic check,1239.7
5843-ID,One year,49.52,55,Electronic check,2723.6
5844-ID,One year,50.48,66,Bank transfer (automatic),3331.68
5845-ID,Two year,84.46,60,Credit card (automatic),5067.6
5846-ID,One year,80.87,24,Electronic check,1940.88
5847-ID,Month-to-month,67.96,22,Bank transfer (automatic),1495.12
5848-ID,Month-to-month,39.48,44,Electronic check,1737.12
5849-ID,One year,56.64,32,Electronic check,1812.48
5850-ID,One year,72.88,51,Mailed check,3716.88
5851-ID,Two year,65.28,3,Mailed check,195.84
5852-ID,Two year,31.04,70,Mailed check,2172.8
5853-ID,Two year,83.53,32,Mailed check,2672.96
5854-ID,One year,25.59,2,Credit card (automatic),51.18
5855-ID,Two year,56.26,59,Credit card (automatic),3319.34
5856-ID,Two year,89.61,14,Mailed check,1254.54
5857-ID,Month-to-month,20.26,51,Mailed check,1033.26
5858-ID,Two year,75.53,11,Electronic check,830.83
5859-ID,Month-to-month,51.87,10,Electronic check,518.7
5860-ID,Month-to-month,19.14,58,Mailed check,1110.12
5861-ID,Two year,37.38,34,Mailed check,1270.92
5862-ID,Month-to-month,112.82,53,Mailed check,5979.46
5863-ID,One year,70.63,28,Electronic check,1977.64
5864-ID,One year,118.47,18,Mailed check,2132.46
5865-ID,Two year,70.99,26,Mailed check,1845.74
5866-ID,One year,72.92,7,Credit card (automatic),510.44
5867-ID,Month-to-month,57.63,45,Credit card (automatic),2593.35
5868-ID,One year,49.41,45,Electronic check,2223.45
5869-ID,Two year,43.53,71,Credit card (automatic),3090.63
5870-ID,Two year,52.76,35,Electronic check,1846.6
5871-ID,Month-to-month,64.47,52,Bank transfer (automatic),3352.44
5872-ID,Two year,37.55,21,Mailed check,788.55
5873-ID,One year,40.85,28,Electronic check,1143.8
5874-ID,Two year,45.54,44,Credit card (automatic),2003.76
5875-ID,Month-to-month,63.4,56,Bank transfer (automatic),3550.4
5876-ID,Two year,83.86,10,Credit card (automatic),838.6
5877-ID,One year,104.29,23,Electronic check,2398.67
5878-ID,Month-to-month,47.11,48,Bank transfer (automatic),2261.28
5879-ID,One year,36.71,52,Credit card (automatic),1908.92
5880-ID,Month-to-month,56.32,15,Bank transfer (automatic),844.8
5881-ID,Two year,108.14,55,Mailed check,5947.7
5882-ID,Month-to-month,19.24,43,Mailed check,827.32
5883-ID,Month-to-month,86.38,50,Bank transfer (automatic),4319.0
5884-ID,Two year,66.2,6,Credit card (automatic),397.2
5885-ID,One year,34.44,33,Credit card (automatic),1136.52
5886-ID,Two year,50.51,62,Credit card (automatic),3131.62
5887-ID,Month-to-month,40.86,55,Mailed check,2247.3
5888-ID,Two year,106.47,39,Electronic check,4152.33
5889-ID,Month-to-month,66.68,12,Electronic check,800.16
5890-ID,Two year,74.84,31,Bank transfer (automatic),2320.04
5891-ID,Two year,77.92,53,Credit card (automatic),4129.76
5892-ID,One year,82.53,34,Bank transfer (automatic),2806.02
5893-ID,Month-to-month,68.05,41,Electronic check,2790.05
5894-ID,One year,20.05,10,Electronic check,200.5
5895-ID,Month-to-month,51.89,52,Credit card (automatic),2698.28
5896-ID,Two year,36.73,57,Bank transfer (automatic),2093.61
